ext_fraction,Genus,age,mean_age,richness,threatened_species,proportion_threatened
low_ex,Anacamptis,6.55786950000028,6.251435903934512,1,0,0
low_ex,Anacyclus,1.4227102500004,1.4075847026561812,3,0,0
low_ex,Anagallis,7.55408400000017,7.1510543436004514,4,0,0
low_ex,Anagyris,10.2493110000003,9.52447152841305,1,0,0
low_ex,Anarrhinum,4.62010700000017,4.465319725489691,2,0,0
low_ex,Anchusa,3.72008500000017,3.6188924504408124,4,1,0.25
low_ex,Androcymbium,9.58780300000029,8.949921145965057,1,1,1
low_ex,Andropogon,0.438948000000398,0.43749440649542454,1,0,0
low_ex,Androsace,23.9216000000002,20.371491922839134,3,1,0.3333333333333333
low_ex,Andryala,13.129466666667,11.968200252671345,5,1,0.2
low_ex,Anemone,23.6811993333337,20.196100467514878,2,0,0
low_ex,Anogramma,27.5245460000003,22.94145704092606,1,0,0
low_ex,Antennaria,3.53542212500023,3.4438692084338216,1,1,1
low_ex,Anthemis,2.17772816666706,2.14254380614625,2,0,0
low_ex,Anthericum,23.3195410000003,19.931295473249158,2,0,0
low_ex,Anthoxanthum,0.206548000000171,0.20622541411437753,4,0,0
low_ex,Anthriscus,7.40448900000011,7.016752742051134,2,0,0
low_ex,Anthyllis,4.70452200000023,4.544151000385274,15,3,0.2
low_ex,Antirrhinum,2.05868862500028,2.027209999277253,7,1,0.14285714285714285
low_ex,Apera,0.969230000000171,0.9621793012170659,1,0,0
low_ex,Aphanes,27.2175405000002,22.72666868414865,4,0,0
low_ex,Aphyllanthes,70.692668304598,46.94699484369335,1,0,0
low_ex,Apium,5.81134100000011,5.569084980292585,3,0,0
low_ex,Aquilegia,23.2677375000002,19.893271652727403,3,3,1
low_ex,Arabidopsis,2.67041300000023,2.6177541319983266,1,0,0
low_ex,Arabis,5.91135650000023,5.660916105884901,10,1,0.1
low_ex,Arbutus,49.1360497500002,36.34305361931908,1,0,0
low_ex,Arceuthobium,2.94037000000011,2.8766884310692866,1,1,1
low_ex,Arctium,0.557987500000227,0.5556413176915035,1,0,0
low_ex,Arctostaphylos,17.8690865000002,15.797346320084332,1,0,0
low_ex,Arenaria,10.3165212500002,9.582562931737437,27,6,0.2222222222222222
low_ex,Argyrolobium,9.50629900000028,8.878777918835773,1,0,0
low_ex,Arisarum,18.1033260000003,15.980733384958352,3,1,0.3333333333333333
low_ex,Aristida,8.72523307222244,8.193022388143966,1,0,0
low_ex,Aristolochia,52.1236875000002,37.95990126496298,3,0,0
low_ex,Armeria,24.5689730000003,20.841323320734077,17,7,0.4117647058823529
low_ex,Arnoseris,3.63314100000034,3.536545100250412,1,0,0
low_ex,Arrhenatherum,0.968358000000171,0.9613199228854197,5,0,0
low_ex,Artemisia,15.1852228214289,13.657358550374298,11,5,0.45454545454545453
low_ex,Arthrocnemum,9.41417200000017,8.79826815292114,1,0,0
low_ex,Arum,1.73079000000034,1.7084705664320727,2,0,0
low_ex,Asparagus,64.8031276041671,44.28248399972446,4,0,0
low_ex,Asperula,8.91250300000028,8.358100805400825,3,0,0
low_ex,Asphodelus,36.3541510000004,28.806933039937313,8,0,0
low_ex,Asplenium,37.7843250000002,29.70339669132839,12,1,0.08333333333333333
low_ex,Aster,4.98490616666684,4.80531105909683,2,0,0
low_ex,Asteriscus,1.51890300000028,1.501678889656675,2,0,0
low_ex,Astragalus,14.8712380000002,13.40223307356014,32,5,0.15625
low_ex,Athyrium,25.1125090000003,21.233027433435232,1,0,0
low_ex,Atractylis,18.9639210000003,16.649952361065484,2,0,0
low_ex,Atriplex,2.62987700000017,2.5787851293347965,6,0,0
low_ex,Atropa,3.41384275000023,3.328381460091069,2,2,1
low_ex,Avena,0.616791000000227,0.6139258970720871,8,0,0
low_ex,Baldellia,28.3385940000003,23.507296315103773,1,0,0
low_ex,Ballota,0.729397000000341,0.7253946360058133,2,0,0
low_ex,Barbarea,4.73107400000023,4.568927120023987,1,0,0
low_ex,Bartsia,16.8501052500003,14.99333231217496,1,0,0
low_ex,Bassia,5.92953050000023,5.6775890883850115,3,0,0
low_ex,Bellis,1.49453750000017,1.477857655878098,6,1,0.16666666666666666
low_ex,Berberis,26.0906765000003,21.931671819034968,1,0,0
low_ex,Berula,8.39233600000011,7.898535987975804,1,0,0
low_ex,Beta,24.8454123333336,21.040855723105466,2,0,0
low_ex,Betula,22.3660558750002,19.227653385412204,1,1,1
low_ex,Bifora,5.10322700000011,4.915208144509863,1,0,0
low_ex,Biscutella,9.12994050000028,8.549247794107714,7,0,0
low_ex,Bituminaria,1.12502637500028,1.1155411075597301,1,0,0
low_ex,Blackstonia,14.2171400500002,12.867458619104955,3,0,0
low_ex,Blechnum,16.2903527500003,14.547287171409035,1,0,0
low_ex,Bolboschoenus,4.16904800000028,4.042484301358717,1,0,0
low_ex,Bombycilaena,0.527488500000227,0.525391164760111,2,0,0
low_ex,Borago,3.72008500000017,3.6188924504408124,1,0,0
low_ex,Boreava,2.26832900000028,2.230189021248951,1,1,1
low_ex,Botrychium,92.3855060000003,55.480405206232774,1,1,1
low_ex,Brachiaria,0.421241333333674,0.4199024158034599,1,0,0
low_ex,Brachypodium,5.36245058602174,5.155334556084731,4,0,0
low_ex,Brassica,0.241702000000284,0.2412604148992098,10,1,0.1
low_ex,Briza,5.80934507978747,5.567251076992466,3,0,0
low_ex,Bromus,4.52003200000023,4.3717414463916615,13,0,0
low_ex,Bryonia,15.2070060000002,13.675020507405428,1,0,0
low_ex,Buglossoides,1.12204200000017,1.1126067172632332,3,0,0
low_ex,Bupleurum,35.3200807155174,28.14982543093296,16,2,0.125
low_ex,Buxus,101.507766625,58.54163139715423,2,1,0.5
low_ex,Cakile,1.07029700000028,1.061707607238985,1,0,0
low_ex,Calendula,1.93511100000028,1.9072653105553392,3,0,0
low_ex,Calepina,1.21474200000028,1.2036931729698155,1,0,0
low_ex,Calicotome,0.600151000000398,0.5974379638618151,3,0,0
low_ex,Callipeltis,4.92503500000028,4.749632114243046,1,0,0
low_ex,Callitriche,9.87260600000023,9.197909691747713,5,0,0
low_ex,Calluna,22.6304110000002,19.42354399621557,1,0,0
low_ex,Calystegia,24.8013915000002,21.00912530531822,2,0,0
low_ex,Camelina,5.78262066000017,5.542691037433406,1,0,0
low_ex,Campanula,52.9672495000003,38.407211814377106,13,2,0.15384615384615385
low_ex,Camphorosma,13.1911769166669,12.019559091192306,1,0,0
low_ex,Capparis,5.53859800000023,5.318004474669239,1,0,0
low_ex,Capsella,2.99978500000023,2.933540861189929,1,0,0
low_ex,Cardamine,6.98503485714308,6.638700170057201,3,0,0
low_ex,Carduus,0.574705000000227,0.5722165320204172,8,2,0.25
low_ex,Carex,5.99383525000028,5.736548744543895,31,1,0.03225806451612903
low_ex,Carlina,21.7602360000002,18.77638086959358,6,1,0.16666666666666666
low_ex,Carrichtera,0.961732000000284,0.9547894642372018,1,0,0
low_ex,Carthamus,0.391400000000284,0.39024372793582257,8,0,0
low_ex,Carum,1.85663900000017,1.830986682220398,3,1,0.3333333333333333
low_ex,Catananche,1.3510220000004,1.3373729450895258,2,0,0
low_ex,Caucalis,10.7908997500001,9.991104905887275,1,0,0
low_ex,Celtis,47.7425044375003,35.57110527857864,2,0,0
low_ex,Centaurea,0.316244500000284,0.315489089106016,47,23,0.48936170212765956
low_ex,Centaurium,4.46196400000023,4.317381897725144,7,1,0.14285714285714285
low_ex,Centranthus,17.7015170000002,15.665827908953588,5,2,0.4
low_ex,Cephalanthera,34.2340965000003,27.451512686958864,3,0,0
low_ex,Cephalaria,10.9659575000003,10.14121850114599,3,0,0
low_ex,Cerastium,8.30179300000023,7.818209201619699,12,0,0
low_ex,Ceratocephala,16.1826970000003,14.461140129395547,1,0,0
low_ex,Ceratonia,35.6416490000003,28.35498008750579,2,0,0
low_ex,Ceratophyllum,190.540562851824,77.33193765452313,1,0,0
low_ex,Cerinthe,3.25515200000023,3.1773358975286436,2,0,0
low_ex,Ceterach,42.0555850000002,32.298168543242376,1,0,0
low_ex,Chaenorhinum,3.30855720000028,3.2282069639110325,12,0,0
low_ex,Chaerophyllum,9.80883200000011,9.14246156836017,2,0,0
low_ex,Chamaemelum,1.46096700000045,1.4450229275596953,2,0,0
low_ex,Chamaerops,18.6846967500002,16.43359959797147,1,0,0
low_ex,Cheilanthes,32.1964750000002,26.118064987928797,5,0,0
low_ex,Cheirolophus,0.299917000000284,0.29923746978232457,2,2,1
low_ex,Chelidonium,4.45213000000023,4.308171476120522,1,0,0
low_ex,Chenopodium,1.87303000000017,1.846926837438153,9,0,0
low_ex,Chondrilla,2.90683391666707,2.8445770520825167,1,0,0
low_ex,Chrozophora,15.8211609000001,14.170978942327219,2,0,0
low_ex,Cicendia,11.1613600555558,10.308367592082949,1,0,0
low_ex,Cichorium,2.81985400000034,2.761219160770015,2,0,0
low_ex,Circaea,24.4524070000003,20.75699107291288,1,0,0
low_ex,Cirsium,0.592953500000227,0.5903049619660831,10,1,0.1
low_ex,Cistus,28.7041120000003,23.759637837994912,11,0,0
low_ex,Cladium,29.6815027265627,24.42920111278795,1,0,0
low_ex,Clematis,20.3892615000003,17.74288113978747,4,0,0
low_ex,Cleome,35.3341740000002,28.15883211976749,1,0,0
low_ex,Cleonia,3.06288100000028,2.9938617780387506,1,0,0
low_ex,Clinopodium,2.28887783333356,2.250051280557435,1,0,0
low_ex,Clypeola,3.29462925000017,3.2149437033339607,3,1,0.3333333333333333
low_ex,Cneorum,14.7293775000003,13.286630580122747,1,1,1
low_ex,Cochlearia,4.96650420000023,4.78820264254589,2,1,0.5
low_ex,Coincya,0.748114000000284,0.7439043572926909,3,1,0.3333333333333333
low_ex,Colchicum,9.58780300000029,8.949921145965057,2,0,0
low_ex,Colutea,7.89618800000023,7.457149312825257,2,0,0
low_ex,Comastoma,1.37877250000023,1.3645607693824533,1,0,0
low_ex,Conium,7.41722215000011,7.028194922959237,1,0,0
low_ex,Conringia,1.41256600000028,1.3976539261446648,1,0,0
low_ex,Consolida,20.7988140000003,18.05341985108545,3,0,0
low_ex,Convolvulus,24.8013915000002,21.00912530531822,11,0,0
low_ex,Coriaria,34.3136970000002,27.5029865291409,1,0,0
low_ex,Coris,32.0291164230771,26.00717390696601,4,1,0.25
low_ex,Cornus,65.4186135000002,44.568604334510994,1,0,0
low_ex,Coronilla,6.31611750000017,6.031244965660701,6,0,0
low_ex,Corylus,11.2444235000002,10.37929015003912,2,0,0
low_ex,Corynephorus,0.83509600000017,0.8298549802087483,2,0,0
low_ex,Cota,2.8898530500004,2.8283115992530905,1,0,0
low_ex,Cotoneaster,2.42119800000034,2.377807055785549,1,0,0
low_ex,Crambe,0.959562000000284,0.9526506132022176,2,0,0
low_ex,Crassula,70.2680597142859,46.76027563917094,2,0,0
low_ex,Crataegus,4.56073350000028,4.409816766050186,3,1,0.3333333333333333
low_ex,Crepis,16.8177927500003,14.967668817787136,11,2,0.18181818181818182
low_ex,Cressa,1.03265360000023,1.0246548660461656,1,0,0
low_ex,Crithmum,12.3213040000001,11.291787834447591,1,0,0
low_ex,Crocus,1.85544000000034,1.8298205100506393,1,0,0
low_ex,Crucianella,4.17322500000028,4.046412458382964,4,0,0
low_ex,Cruciata,4.61422100000028,4.459819527858817,2,0,0
low_ex,Crupina,0.866204000000284,0.8605669441342114,2,0,0
low_ex,Crypsis,1.91713075000034,1.8897954264937358,2,0,0
low_ex,Cryptogramma,65.6316147500003,44.66719716909044,1,0,0
low_ex,Cuscuta,32.7911018928574,26.510368003156273,7,0,0
low_ex,Cutandia,0.545306000000284,0.5430649733624973,3,0,0
low_ex,Cyanus,0.391400000000284,0.39024372793582257,1,0,0
low_ex,Cymodocea,24.9419190000003,21.110360534188768,1,1,1
low_ex,Cynanchum,1.20995942307721,1.1989969200036643,1,0,0
low_ex,Cynara,1.752437214286,1.7295607257079844,3,2,0.6666666666666666
low_ex,Cynodon,0.324600416667008,0.32380462395973814,1,0,0
low_ex,Cynoglossum,40.0394790000002,31.08852782869448,6,0,0
low_ex,Cynomorium,89.1770845925928,54.33437695252928,1,1,1
low_ex,Cynosurus,1.51614000000023,1.4989780412299039,3,0,0
low_ex,Cyperus,6.22184995454568,5.945183571062999,8,0,0
low_ex,Cystopteris,29.1803355000002,24.086815723967767,4,0,0
low_ex,Cytisus,1.47356250000034,1.4573442870676245,10,2,0.2
low_ex,Dactylis,1.08055600000023,1.0718020242810014,3,0,0
low_ex,Dactylorhiza,5.98423900000023,5.7277535174833325,6,0,0
low_ex,Damasonium,30.4932200000003,24.97959097364049,2,0,0
low_ex,Danthonia,1.08511750000023,1.076289848743142,1,0,0
low_ex,Daphne,5.60387200000028,5.378181779153338,3,0,0
low_ex,Daucus,0.749776000000114,0.7455477006019754,7,0,0
low_ex,Delphinium,20.7988140000003,18.05341985108545,5,2,0.4
low_ex,Deschampsia,1.84360700000023,1.8183103823396976,2,0,0
low_ex,Descurainia,7.65114950000017,7.238049015684618,1,0,0
low_ex,Dianthus,4.34295200000006,4.205829586515356,9,2,0.2222222222222222
low_ex,Dictamnus,12.1108600000004,11.114479158405315,2,0,0
low_ex,Digitalis,1.39663000000017,1.382050257449624,6,3,0.5
low_ex,Dipcadi,24.4706460000005,20.77019415298936,1,0,0
low_ex,Diplotaxis,4.98855000000028,4.808698223028885,8,1,0.125
low_ex,Dipsacus,10.9659575000003,10.14121850114599,2,0,0
low_ex,Distichoselinum,4.33166100000011,4.1952364558172945,1,0,0
low_ex,Dittrichia,1.64491600000028,1.6247398120374392,2,0,0
low_ex,Doronicum,5.83230113636392,5.588340596527475,1,0,0
low_ex,Dorycnium,2.14225600000023,2.1081970219096813,4,1,0.25
low_ex,Draba,1.19742300000028,1.1866851870477744,5,2,0.4
low_ex,Drosera,55.7593905000002,39.85966056117144,1,0,0
low_ex,Drosophyllum,62.0528480000003,42.9813662412468,1,0,0
low_ex,Dryopteris,19.7005800000002,17.21719082173393,5,4,0.8
low_ex,Echinaria,1.60933600000023,1.5900166162476708,1,0,0
low_ex,Echinochloa,1.14629400000028,1.1364487440625604,1,0,0
low_ex,Echinops,5.46926978750028,5.254028928291402,3,0,0
low_ex,Echium,5.98432600000017,5.727833260684534,11,1,0.09090909090909091
low_ex,Eleocharis,5.38995850000028,5.180764390562781,4,1,0.25
low_ex,Elymus,2.76759950000017,2.711089815869556,9,0,0
low_ex,Emex,8.30391750000028,7.820095123801008,1,0,0
low_ex,Ephedra,261.8248005,83.94408031641247,3,0,0
low_ex,Epilobium,25.3486080000002,21.402394121381374,13,1,0.07692307692307693
low_ex,Epipactis,38.5222917500003,30.16045230775724,8,0,0
low_ex,Equisetum,304.233983013888,86.12866774554381,4,1,0.25
low_ex,Eragrostis,4.16605100000028,4.039665701548515,5,0,0
low_ex,Erica,22.6304110000002,19.42354399621557,10,2,0.2
low_ex,Erigeron,8.00130400000023,7.550913244354617,2,1,0.5
low_ex,Erinacea,2.3637817500004,2.3224018300214433,1,0,0
low_ex,Erinus,3.58740200000023,3.493182823438223,1,0,0
low_ex,Erodium,36.4552390000002,28.870765303639217,18,6,0.3333333333333333
low_ex,Erophila,2.40298300000023,2.3602350923704143,1,0,0
low_ex,Eruca,1.29589100000028,1.2833264981429062,1,0,0
low_ex,Erucastrum,1.18928550000028,1.1786923043930664,3,0,0
low_ex,Eryngium,12.634786,11.55500921433463,11,2,0.18181818181818182
low_ex,Erysimum,2.42607200000023,2.3825081955856637,10,4,0.4
low_ex,Euonymus,67.7435840204084,45.63308494163967,1,1,1
low_ex,Eupatorium,5.12828200000034,4.938455762930508,1,0,0
low_ex,Euphorbia,34.4205275000002,27.571996550759717,26,1,0.038461538461538464
low_ex,Euphrasia,11.4052190000003,10.516362406339658,2,0,0
low_ex,Fagonia,15.6487730000002,14.032156962496478,1,0,0
low_ex,Fallopia,3.65708300000028,3.5592316058921374,1,0,0
low_ex,Fedia,8.04573650000028,7.590506713602782,1,0,0
low_ex,Ferula,11.6230628333334,10.701603625312373,1,0,0
low_ex,Festuca,1.76981900000023,1.7464903341856277,22,1,0.045454545454545456
low_ex,Ficus,45.6949538636366,34.41575676137817,1,0,0
low_ex,Filago,0.527488500000227,0.525391164760111,16,0,0
low_ex,Filipendula,73.4931351607145,48.15822179516239,1,0,0
low_ex,Fimbristylis,7.02670912500023,6.676359105476269,1,0,0
low_ex,Flueggea,31.8200715000002,25.868365866418696,1,0,0
low_ex,Foeniculum,2.85916000000017,2.7989014575977924,1,0,0
low_ex,Forsskaolea,26.8381652500003,22.460187178984718,1,1,1
low_ex,Fragaria,34.9086180000002,27.886243280428154,1,0,0
low_ex,Frangula,34.0115585000002,27.30736385479717,2,2,1
low_ex,Frankenia,36.9255080000003,29.166777537283437,5,0,0
low_ex,Fritillaria,13.2122337500003,12.037074417050802,1,0,0
low_ex,Fuirena,13.1970520000002,12.024446536030192,1,1,1
low_ex,Fumana,36.8740825000003,29.134482779652178,9,1,0.1111111111111111
low_ex,Fumaria,33.7620180000002,27.14529520012733,21,0,0
low_ex,Gagea,27.033573166667,22.597592961258098,9,0,0
low_ex,Galeopsis,2.08744200000028,2.0550867824712133,1,0,0
low_ex,Galium,6.67029100000023,6.3535788930673736,35,12,0.34285714285714286
low_ex,Gastridium,0.148429000000171,0.14826231821289038,2,0,0
low_ex,Gaudinia,0.492654500000171,0.4908244024865535,1,0,0
low_ex,Genista,2.04213600000034,2.011156653421095,20,3,0.15
low_ex,Gennaria,11.0998770000003,10.25582099951051,1,1,1
low_ex,Gentiana,29.6471901451615,24.405822347598228,5,5,1
low_ex,Geranium,39.0334885000003,30.47488617791572,13,2,0.15384615384615385
low_ex,Geropogon,9.87082400000028,9.196360980152276,1,0,0
low_ex,Geum,37.7842620000002,29.70335751342647,4,0,0
low_ex,Gladiolus,41.8754907708336,32.191193249804236,2,0,0
low_ex,Glandora,3.15079300000017,3.077815105792921,2,1,0.5
low_ex,Glaucium,18.8932305000002,16.59524920288605,2,0,0
low_ex,Glebionis,0.615732000000455,0.6128766976824099,2,0,0
low_ex,Glechoma,1.53179150000028,1.514276010334043,1,0,0
low_ex,Glinus,10.9358905000002,10.115460534882946,1,0,0
low_ex,Globularia,8.42082600000023,7.923790907186216,3,0,0
low_ex,Glyceria,6.55203600000028,6.246131393856499,2,0,0
low_ex,Glycyrrhiza,29.6923526363639,24.436591748956694,1,0,0
low_ex,Gnaphalium,2.13175800000023,2.0980286426111023,1,1,1
low_ex,Gratiola,5.08362200000023,4.897011631621267,1,0,0
low_ex,Groenlandia,27.4773450000003,22.90848390399589,1,0,0
low_ex,Gymnadenia,5.98423900000023,5.7277535174833325,1,1,1
low_ex,Gymnocarpium,53.6437282500003,38.763050210105874,1,1,1
low_ex,Gypsophila,10.4845935000001,9.727604226047164,3,2,0.6666666666666666
low_ex,Hainardia,0.351799000000227,0.3508645080221846,1,0,0
low_ex,Halimium,18.1827600000003,16.042801772720978,6,0,0
low_ex,Halocnemum,8.36558816666684,7.874816493499923,1,1,1
low_ex,Halogeton,0.299149000000227,0.29847294040716427,1,0,0
low_ex,Halopeplis,5.90335725000017,5.653576179799778,1,0,0
low_ex,Haplophyllum,15.1598180000004,13.636753962699999,3,3,1
low_ex,Hedera,54.6831142105265,39.304852149063265,4,0,0
low_ex,Hedypnois,2.10049300000028,2.0677360095185486,2,1,0.5
low_ex,Hedysarum,4.17947200000023,4.052286857562107,4,0,0
low_ex,Helianthemum,31.9756380000003,25.9716949769266,32,5,0.15625
low_ex,Helichrysum,1.3510220000004,1.3373729450895258,2,0,0
low_ex,Helictotrichon,1.91398641666689,1.8867398683856964,4,2,0.5
low_ex,Heliotropium,38.0281630000002,29.854828453091784,2,0,0
low_ex,Helleborus,39.3637259000003,30.67707483491118,1,0,0
low_ex,Helminthotheca,4.84599600000028,4.676055016225515,2,0,0
low_ex,Hepatica,20.3892615000003,17.74288113978747,1,1,1
low_ex,Heracleum,1.98910100000011,1.959694984756287,1,0,0
low_ex,Herniaria,33.0830440000002,26.70201342620387,9,0,0
low_ex,Hesperis,22.8300368333336,19.571058897745637,1,0,0
low_ex,Heteropogon,0.187650000000284,0.18738369404155672,1,0,0
low_ex,Hieracium,8.11694450000034,7.653909515832123,7,2,0.2857142857142857
low_ex,Himantoglossum,6.55786950000028,6.251435903934512,1,0,0
low_ex,Hippocrepis,13.7745221538464,12.503034210305094,13,5,0.38461538461538464
low_ex,Hirschfeldia,0.241702000000284,0.2412604148992098,1,0,0
low_ex,Holcus,1.15232690000023,1.1423783205035103,4,1,0.25
low_ex,Holosteum,7.56998600000017,7.165314411878737,1,0,0
low_ex,Hordeum,2.22749800000017,2.1907044682594528,5,0,0
low_ex,Hornungia,44.2387260034015,33.578436829045664,1,0,0
low_ex,Humulus,5.59775250000023,5.372542446936934,1,0,0
low_ex,Hyacinthoides,9.2221130000004,8.630106371271795,2,1,0.5
low_ex,Hydrocotyle,54.0073450000002,38.95326962094897,1,0,0
low_ex,Hyoscyamus,3.28333350000023,3.2041850599916986,2,0,0
low_ex,Hyoseris,9.92475700000034,9.24321704335634,2,0,0
low_ex,Hyparrhenia,0.401539000000341,0.40032216732440423,2,0,0
low_ex,Hypecoum,96.0062610000003,56.72953861788983,3,0,0
low_ex,Hypericum,47.0283620000002,35.171024772451624,15,1,0.06666666666666667
low_ex,Hypochaeris,7.19614100000034,6.82924297066105,3,0,0
low_ex,Hyssopus,1.72018000000023,1.6981311310057452,1,0,0
low_ex,Iberis,5.36068500000023,5.15370201383022,10,4,0.4
low_ex,Ifloga,5.43210000000023,5.219703191086469,1,0,0
low_ex,Ilex,69.0702080000002,46.2290942615285,1,1,1
low_ex,Illecebrum,28.2314035000002,23.433093339115608,1,0,0
low_ex,Imperata,4.64768277631613,4.491081888611538,1,0,0
low_ex,Inula,1.64491600000028,1.6247398120374392,4,0,0
low_ex,Isatis,2.26832900000028,2.230189021248951,1,0,0
low_ex,Isoetes,61.3322480000003,42.634256827797515,6,2,0.3333333333333333
low_ex,Isolepis,1.54140050000028,1.5236662061875326,3,0,0
low_ex,Jasione,8.86275577777806,8.31428947360216,9,2,0.2222222222222222
low_ex,Jasminum,39.3526387727275,30.670298613627082,1,0,0
low_ex,Juncus,32.5578381666668,26.35678737111109,19,0,0
low_ex,Juniperus,33.3214440000002,26.858043840238274,9,2,0.2222222222222222
low_ex,Jurinea,1.65494893939434,1.6345278408561474,3,1,0.3333333333333333
low_ex,Kickxia,4.62010700000017,4.465319725489691,3,0,0
low_ex,Klasea,0.712518928571656,0.7086990225773268,8,2,0.25
low_ex,Knautia,12.1131417500003,11.11640425450133,3,1,0.3333333333333333
low_ex,Koeleria,0.492654500000171,0.4908244024865535,3,1,0.3333333333333333
low_ex,Koelpinia,9.87082400000028,9.196360980152276,1,1,1
low_ex,Krascheninnikovia,9.58715900000023,8.949359316481573,1,1,1
low_ex,Lactuca,13.1247805000003,11.964298476554857,5,1,0.2
low_ex,Lagoecia,12.3213040000001,11.291787834447591,1,0,0
low_ex,Lagurus,1.20641505555573,1.1955163112858826,1,0,0
low_ex,Lamarckia,1.08055600000023,1.0718020242810014,1,0,0
low_ex,Lamium,0.739347000000341,0.7352350929691479,4,0,0
low_ex,Laphangium,0.237426000000227,0.23699988320711593,1,0,0
low_ex,Lapiedra,7.6437950000004,7.231461626399641,1,0,0
low_ex,Lapsana,2.29296100000028,2.2539973076310558,1,0,0
low_ex,Laserpitium,6.82367000000011,6.492677799051193,4,2,0.5
low_ex,Lasiopogon,7.25909500000034,6.885957331504576,1,0,0
low_ex,Lathyrus,9.87188450000028,9.197282650512786,18,0,0
low_ex,Launaea,5.33613850000034,5.131000974071176,5,0,0
low_ex,Laurus,15.1112580000001,13.597350841954102,1,1,1
low_ex,Lavandula,19.0837248545457,16.74255283019264,5,0,0
low_ex,Lavatera,1.42329750000034,1.4081595488688998,9,1,0.1111111111111111
low_ex,Legousia,0.840801000000171,0.8354884210339472,3,0,0
low_ex,Lemna,52.2099280000003,38.005815142381344,2,0,0
low_ex,Lens,12.6655417500003,11.58077602298405,2,0,0
low_ex,Leontodon,2.10049300000028,2.0677360095185486,6,0,0
low_ex,Lepidium,11.0853221279072,10.243375401943249,9,0,0
low_ex,Leucanthemum,2.5762980000004,2.527241895910225,1,1,1
low_ex,Leucojum,6.04635400000045,5.78466270275726,2,0,0
low_ex,Leysera,6.83585350000034,6.503714293791116,1,0,0
low_ex,Ligusticum,6.70472400000011,6.384831843404342,1,0,0
low_ex,Ligustrum,15.7173760000003,14.08743841860207,1,1,1
low_ex,Limbarda,0.215352000000341,0.21500135814405893,1,0,0
low_ex,Limonium,12.2169700000002,11.203942639508316,17,9,0.5294117647058824
low_ex,Linaria,1.61712300000028,1.5976176614010869,37,13,0.35135135135135137
low_ex,Linum,12.577783000000201,11.507225477067188,11,0,0
low_ex,Lithospermum,2.10207200000017,2.069266235501308,1,0,0
low_ex,Lobelia,25.9027364444447,21.79805956145288,1,0,0
low_ex,Lobularia,0.210737000000341,0.21040121047291893,2,0,0
low_ex,Lolium,1.76981900000023,1.7464903341856277,4,0,0
low_ex,Lomelosia,3.46811050000023,3.379955244960237,4,1,0.25
low_ex,Lonicera,19.3923055000002,16.980438464152346,8,3,0.375
low_ex,Lotononis,7.65506050000028,7.241551808157903,1,0,0
low_ex,Lotus,2.14225600000023,2.1081970219096813,15,0,0
low_ex,Ludwigia,62.5240067500002,43.20691581343811,1,0,0
low_ex,Lupinus,4.74665991176504,4.583466240602441,5,0,0
